trip_id,pickup_time,drop_time,pickup_area,drop_area,distance_km,fare_inr,ride_type,driver_id,trip_duration_mins,hour,weekday,is_peak
2512,2023-07-30 21:02:00,2023-07-30 21:34:00,Indiranagar,Whitefield,4.8,106.5,Uber,D012,32.0,21,Sunday,0
2513,2023-07-10 08:53:00,2023-07-10 09:04:00,Jayanagar,HSR Layout,6.2,123.75,Auto,D021,11.0,8,Monday,1
2514,2023-07-27 10:18:00,2023-07-27 10:34:00,Koramangala,Electronic City,9.9,224.24,Auto,D025,16.0,10,Thursday,0
2515,2023-07-04 14:37:00,2023-07-04 14:52:00,HSR Layout,Marathahalli,11.3,208.18,Ola,D035,15.0,14,Tuesday,0
2516,2023-07-11 21:51:00,2023-07-11 22:21:00,Koramangala,MG Road,8.1,188.97,Auto,D019,30.0,21,Tuesday,0
2517,2023-07-19 19:41:00,2023-07-19 20:15:00,Whitefield,Electronic City,10.1,208.43,Auto,D025,34.0,19,Wednesday,1
2518,2023-07-26 12:00:00,2023-07-26 12:38:00,Whitefield,HSR Layout,4.5,88.25,Uber,D016,38.0,12,Wednesday,0
2519,2023-07-15 06:19:00,2023-07-15 06:34:00,Electronic City,Marathahalli,5.7,137.84,Auto,D050,15.0,6,Saturday,0
2520,2023-07-17 12:59:00,2023-07-17 13:30:00,BTM Layout,HSR Layout,6.4,124.49,Uber,D026,31.0,12,Monday,0
2521,2023-07-16 11:54:00,2023-07-16 12:11:00,Jayanagar,Koramangala,15.0,285.86,Auto,D008,17.0,11,Sunday,0
2522,2023-07-09 22:38:00,2023-07-09 23:00:00,Marathahalli,Jayanagar,14.7,269.21,Uber,D012,22.0,22,Sunday,0
2523,2023-07-05 06:29:00,2023-07-05 07:02:00,Jayanagar,HSR Layout,6.6,153.57,Uber,D019,33.0,6,Wednesday,0
2524,2023-07-14 18:41:00,2023-07-14 19:19:00,Electronic City,HSR Layout,8.0,192.99,Ola,D035,38.0,18,Friday,1
2525,2023-07-07 08:27:00,2023-07-07 08:45:00,BTM Layout,MG Road,13.9,269.83,Ola,D024,18.0,8,Friday,1
2526,2023-07-25 09:53:00,2023-07-25 10:07:00,BTM Layout,Whitefield,11.0,203.83,Auto,D018,14.0,9,Tuesday,1
2527,2023-07-02 09:09:00,2023-07-02 09:22:00,Electronic City,Indiranagar,5.7,130.54,Auto,D031,13.0,9,Sunday,1
2528,2023-07-01 19:20:00,2023-07-01 19:32:00,HSR Layout,Electronic City,11.5,230.76,Auto,D007,12.0,19,Saturday,1
2529,2023-07-15 19:04:00,2023-07-15 19:47:00,BTM Layout,Indiranagar,9.4,192.86,Auto,D038,43.0,19,Saturday,1
2530,2023-07-14 20:02:00,2023-07-14 20:25:00,Electronic City,Hebbal,14.7,336.35,Uber,D049,23.0,20,Friday,0
2531,2023-07-02 16:20:00,2023-07-02 16:51:00,Hebbal,HSR Layout,11.2,221.8,Auto,D029,31.0,16,Sunday,0
2532,2023-07-05 12:22:00,2023-07-05 12:32:00,HSR Layout,Jayanagar,4.5,102.85,Uber,D039,10.0,12,Wednesday,0
2533,2023-07-11 19:54:00,2023-07-11 20:29:00,Marathahalli,Koramangala,6.5,139.43,Auto,D035,35.0,19,Tuesday,1
2534,2023-07-01 18:40:00,2023-07-01 19:14:00,MG Road,Marathahalli,7.2,155.39,Auto,D047,34.0,18,Saturday,1
2535,2023-07-09 09:17:00,2023-07-09 09:44:00,Koramangala,Marathahalli,13.6,294.47,Ola,D007,27.0,9,Sunday,1
2536,2023-07-05 11:28:00,2023-07-05 11:56:00,Whitefield,Marathahalli,5.4,125.94,Auto,D020,28.0,11,Wednesday,0
2537,2023-07-25 06:29:00,2023-07-25 06:47:00,Hebbal,Electronic City,11.4,249.1,Uber,D027,18.0,6,Tuesday,0
2538,2023-07-07 19:31:00,2023-07-07 19:46:00,Electronic City,Hebbal,12.6,239.47,Auto,D022,15.0,19,Friday,1
2539,2023-07-12 15:56:00,2023-07-12 16:08:00,BTM Layout,Jayanagar,12.3,239.7,Uber,D035,12.0,15,Wednesday,0
2540,2023-07-15 10:12:00,2023-07-15 10:24:00,Jayanagar,HSR Layout,11.1,266.18,Auto,D015,12.0,10,Saturday,0
2541,2023-07-28 11:35:00,2023-07-28 12:00:00,Marathahalli,Indiranagar,4.0,75.93,Ola,D011,25.0,11,Friday,0
2542,2023-07-16 12:19:00,2023-07-16 12:35:00,MG Road,HSR Layout,13.5,270.85,Auto,D003,16.0,12,Sunday,0
2543,2023-07-22 20:33:00,2023-07-22 20:48:00,Hebbal,Electronic City,6.5,144.74,Uber,D029,15.0,20,Saturday,0
2544,2023-07-09 16:55:00,2023-07-09 17:06:00,BTM Layout,Hebbal,12.3,306.6,Ola,D039,11.0,16,Sunday,0
2545,2023-07-22 17:27:00,2023-07-22 17:51:00,Electronic City,MG Road,4.1,90.35,Auto,D015,24.0,17,Saturday,1
2546,2023-07-22 20:28:00,2023-07-22 21:04:00,HSR Layout,Koramangala,6.7,165.36,Ola,D048,36.0,20,Saturday,0
2547,2023-07-09 09:27:00,2023-07-09 09:52:00,Indiranagar,Marathahalli,10.9,255.15,Uber,D038,25.0,9,Sunday,1
2548,2023-07-19 21:23:00,2023-07-19 21:45:00,Hebbal,Electronic City,11.4,253.56,Auto,D027,22.0,21,Wednesday,0
2549,2023-07-23 16:02:00,2023-07-23 16:36:00,Hebbal,Electronic City,5.3,117.06,Auto,D005,34.0,16,Sunday,0
2550,2023-07-02 18:03:00,2023-07-02 18:32:00,Hebbal,Electronic City,5.7,111.66,Auto,D041,29.0,18,Sunday,1
2551,2023-07-14 20:57:00,2023-07-14 21:34:00,Jayanagar,Marathahalli,7.5,141.47,Uber,D007,37.0,20,Friday,0
2552,2023-07-29 11:22:00,2023-07-29 11:41:00,HSR Layout,BTM Layout,15.0,374.38,Uber,D024,19.0,11,Saturday,0
2553,2023-07-09 06:24:00,2023-07-09 06:39:00,Marathahalli,BTM Layout,9.0,219.12,Ola,D036,15.0,6,Sunday,0
2554,2023-07-08 07:17:00,2023-07-08 07:50:00,BTM Layout,HSR Layout,9.6,209.46,Ola,D035,33.0,7,Saturday,1
2555,2023-07-22 19:19:00,2023-07-22 19:53:00,Jayanagar,Electronic City,9.8,202.03,Uber,D042,34.0,19,Saturday,1
2556,2023-07-23 19:25:00,2023-07-23 19:50:00,Indiranagar,Jayanagar,9.7,228.3,Uber,D043,25.0,19,Sunday,1
2557,2023-07-06 22:36:00,2023-07-06 23:00:00,Koramangala,Marathahalli,4.4,80.9,Auto,D041,24.0,22,Thursday,0
2558,2023-07-19 17:32:00,2023-07-19 18:05:00,Marathahalli,Electronic City,13.7,318.01,Auto,D034,33.0,17,Wednesday,1
2559,2023-07-16 19:32:00,2023-07-16 20:15:00,MG Road,Indiranagar,11.0,245.3,Auto,D023,43.0,19,Sunday,1
2560,2023-07-16 09:41:00,2023-07-16 10:04:00,Koramangala,Whitefield,5.1,107.84,Auto,D012,23.0,9,Sunday,1
2561,2023-07-09 19:04:00,2023-07-09 19:40:00,Indiranagar,Whitefield,11.0,268.5,Auto,D005,36.0,19,Sunday,1
2562,2023-07-16 21:40:00,2023-07-16 22:13:00,HSR Layout,Whitefield,8.9,172.74,Auto,D014,33.0,21,Sunday,0
2563,2023-07-23 20:42:00,2023-07-23 21:23:00,Marathahalli,HSR Layout,11.2,210.13,Ola,D021,41.0,20,Sunday,0
2564,2023-07-16 12:08:00,2023-07-16 12:41:00,Marathahalli,Hebbal,3.7,69.15,Ola,D038,33.0,12,Sunday,0
2565,2023-07-09 22:34:00,2023-07-09 23:10:00,Electronic City,Indiranagar,11.9,218.41,Auto,D042,36.0,22,Sunday,0
2566,2023-07-19 13:29:00,2023-07-19 14:12:00,MG Road,Hebbal,8.9,198.48,Uber,D001,43.0,13,Wednesday,0
2567,2023-07-08 09:30:00,2023-07-08 10:06:00,Koramangala,HSR Layout,13.5,307.25,Ola,D006,36.0,9,Saturday,1
2568,2023-07-16 13:08:00,2023-07-16 13:31:00,Hebbal,Indiranagar,13.9,304.41,Uber,D041,23.0,13,Sunday,0
2569,2023-07-03 06:08:00,2023-07-03 06:37:00,Indiranagar,Marathahalli,8.1,161.81,Ola,D019,29.0,6,Monday,0
2570,2023-07-03 21:55:00,2023-07-03 22:10:00,Marathahalli,Koramangala,7.8,143.54,Auto,D037,15.0,21,Monday,0
2571,2023-07-09 22:38:00,2023-07-09 22:54:00,Jayanagar,Electronic City,12.7,285.29,Auto,D041,16.0,22,Sunday,0
2572,2023-07-11 08:01:00,2023-07-11 08:39:00,Jayanagar,Whitefield,11.7,256.25,Auto,D042,38.0,8,Tuesday,1
2573,2023-07-07 19:13:00,2023-07-07 19:52:00,Whitefield,Hebbal,12.1,231.31,Uber,D038,39.0,19,Friday,1
2574,2023-07-29 14:04:00,2023-07-29 14:41:00,Jayanagar,Koramangala,11.5,278.23,Uber,D040,37.0,14,Saturday,0
2575,2023-07-05 17:18:00,2023-07-05 17:38:00,Koramangala,Marathahalli,6.3,126.29,Auto,D042,20.0,17,Wednesday,1
2576,2023-07-06 11:57:00,2023-07-06 12:37:00,Hebbal,MG Road,7.5,151.28,Auto,D026,40.0,11,Thursday,0
2577,2023-07-03 21:05:00,2023-07-03 21:39:00,Hebbal,Electronic City,6.3,139.77,Uber,D041,34.0,21,Monday,0
2578,2023-07-04 17:59:00,2023-07-04 18:27:00,Marathahalli,Whitefield,8.8,188.44,Uber,D008,28.0,17,Tuesday,1
2579,2023-07-10 14:41:00,2023-07-10 15:13:00,Hebbal,Marathahalli,10.9,245.48,Ola,D029,32.0,14,Monday,0
2580,2023-07-10 16:07:00,2023-07-10 16:26:00,Electronic City,BTM Layout,14.0,301.7,Auto,D011,19.0,16,Monday,0
2581,2023-07-01 09:22:00,2023-07-01 09:37:00,Whitefield,Hebbal,3.9,91.61,Ola,D032,15.0,9,Saturday,1
2582,2023-07-29 15:26:00,2023-07-29 15:48:00,MG Road,Jayanagar,7.7,152.65,Auto,D034,22.0,15,Saturday,0
2583,2023-07-23 11:42:00,2023-07-23 12:04:00,Koramangala,MG Road,10.1,191.04,Ola,D027,22.0,11,Sunday,0
2584,2023-07-12 11:03:00,2023-07-12 11:37:00,Hebbal,Jayanagar,14.3,320.21,Uber,D015,34.0,11,Wednesday,0
2585,2023-07-21 20:23:00,2023-07-21 20:46:00,Whitefield,Marathahalli,3.2,72.03,Ola,D012,23.0,20,Friday,0
2586,2023-07-19 22:53:00,2023-07-19 23:30:00,HSR Layout,Hebbal,11.0,259.85,Uber,D049,37.0,22,Wednesday,0
2587,2023-07-09 10:34:00,2023-07-09 11:11:00,Hebbal,Electronic City,7.7,173.36,Uber,D026,37.0,10,Sunday,0
2588,2023-07-03 17:22:00,2023-07-03 17:47:00,Marathahalli,MG Road,10.5,222.44,Ola,D031,25.0,17,Monday,1
2589,2023-07-01 09:40:00,2023-07-01 09:53:00,Whitefield,HSR Layout,10.0,199.59,Ola,D009,13.0,9,Saturday,1
2590,2023-07-03 19:00:00,2023-07-03 19:24:00,Koramangala,Whitefield,8.0,199.93,Ola,D017,24.0,19,Monday,1
2591,2023-07-07 16:25:00,2023-07-07 16:49:00,Whitefield,Indiranagar,14.1,324.54,Auto,D037,24.0,16,Friday,0
2592,2023-07-22 16:55:00,2023-07-22 17:39:00,MG Road,HSR Layout,5.6,107.59,Ola,D032,44.0,16,Saturday,0
2593,2023-07-27 08:03:00,2023-07-27 08:27:00,BTM Layout,Whitefield,6.5,131.06,Auto,D021,24.0,8,Thursday,1
2594,2023-07-04 20:12:00,2023-07-04 20:24:00,Jayanagar,HSR Layout,12.2,284.58,Ola,D004,12.0,20,Tuesday,0
2595,2023-07-21 19:30:00,2023-07-21 20:02:00,Electronic City,HSR Layout,4.1,83.63,Auto,D021,32.0,19,Friday,1
2596,2023-07-15 09:58:00,2023-07-15 10:37:00,Jayanagar,Electronic City,10.9,213.2,Auto,D033,39.0,9,Saturday,1
2597,2023-07-02 19:12:00,2023-07-02 19:51:00,Jayanagar,Hebbal,10.1,197.9,Uber,D026,39.0,19,Sunday,1
2598,2023-07-12 12:54:00,2023-07-12 13:26:00,Electronic City,BTM Layout,12.3,237.12,Uber,D001,32.0,12,Wednesday,0
2599,2023-07-27 14:53:00,2023-07-27 15:25:00,Hebbal,HSR Layout,9.6,234.58,Auto,D002,32.0,14,Thursday,0
2600,2023-07-29 21:24:00,2023-07-29 21:43:00,Marathahalli,Indiranagar,10.7,203.7,Auto,D023,19.0,21,Saturday,0
2601,2023-07-25 15:30:00,2023-07-25 16:02:00,Whitefield,HSR Layout,4.6,95.07,Uber,D008,32.0,15,Tuesday,0
2602,2023-07-28 14:21:00,2023-07-28 15:02:00,MG Road,Jayanagar,4.3,88.44,Uber,D020,41.0,14,Friday,0
2603,2023-07-27 21:45:00,2023-07-27 22:24:00,HSR Layout,Whitefield,12.2,264.84,Ola,D024,39.0,21,Thursday,0
2604,2023-07-20 22:53:00,2023-07-20 23:31:00,HSR Layout,Jayanagar,14.7,365.47,Auto,D037,38.0,22,Thursday,0
2605,2023-07-30 13:01:00,2023-07-30 13:13:00,Jayanagar,Electronic City,11.5,225.16,Uber,D036,12.0,13,Sunday,0
2606,2023-07-15 12:00:00,2023-07-15 12:15:00,Indiranagar,MG Road,5.7,108.21,Uber,D011,15.0,12,Saturday,0
2607,2023-07-02 14:21:00,2023-07-02 15:00:00,Electronic City,Marathahalli,12.5,264.65,Uber,D012,39.0,14,Sunday,0
2608,2023-07-20 19:14:00,2023-07-20 19:35:00,Electronic City,Jayanagar,14.2,280.61,Uber,D024,21.0,19,Thursday,1
2609,2023-07-10 12:54:00,2023-07-10 13:36:00,Marathahalli,Jayanagar,6.3,134.37,Auto,D039,42.0,12,Monday,0
2610,2023-07-27 14:49:00,2023-07-27 15:07:00,Electronic City,Marathahalli,3.4,81.77,Ola,D007,18.0,14,Thursday,0
2611,2023-07-12 10:42:00,2023-07-12 10:53:00,HSR Layout,Hebbal,5.3,112.13,Ola,D034,11.0,10,Wednesday,0
2612,2023-07-19 11:32:00,2023-07-19 11:51:00,MG Road,Indiranagar,4.4,90.25,Ola,D017,19.0,11,Wednesday,0
2613,2023-07-30 15:50:00,2023-07-30 16:03:00,Koramangala,BTM Layout,10.0,228.17,Auto,D043,13.0,15,Sunday,0
2614,2023-07-14 15:31:00,2023-07-14 16:02:00,Whitefield,BTM Layout,9.9,201.86,Auto,D014,31.0,15,Friday,0
2615,2023-07-21 12:13:00,2023-07-21 12:48:00,Marathahalli,HSR Layout,3.5,71.74,Uber,D044,35.0,12,Friday,0
2616,2023-07-09 07:20:00,2023-07-09 07:49:00,Hebbal,Indiranagar,13.9,345.14,Ola,D043,29.0,7,Sunday,1
2617,2023-07-20 16:47:00,2023-07-20 17:01:00,BTM Layout,Jayanagar,13.8,331.91,Uber,D045,14.0,16,Thursday,0
2618,2023-07-13 08:58:00,2023-07-13 09:20:00,BTM Layout,Electronic City,14.0,305.37,Ola,D049,22.0,8,Thursday,1
2619,2023-07-03 09:02:00,2023-07-03 09:19:00,BTM Layout,Electronic City,9.2,217.59,Uber,D025,17.0,9,Monday,1
2620,2023-07-21 18:58:00,2023-07-21 19:16:00,Jayanagar,Whitefield,8.9,163.66,Auto,D012,18.0,18,Friday,1
2621,2023-07-15 08:36:00,2023-07-15 08:48:00,BTM Layout,Indiranagar,11.5,223.12,Uber,D033,12.0,8,Saturday,1
2622,2023-07-21 08:20:00,2023-07-21 08:36:00,Hebbal,Marathahalli,6.4,136.86,Uber,D003,16.0,8,Friday,1
2623,2023-07-22 14:32:00,2023-07-22 15:17:00,Whitefield,Jayanagar,11.6,214.19,Auto,D012,45.0,14,Saturday,0
2624,2023-07-19 18:59:00,2023-07-19 19:21:00,HSR Layout,Indiranagar,10.2,244.1,Auto,D011,22.0,18,Wednesday,1
2625,2023-07-19 21:32:00,2023-07-19 21:56:00,Jayanagar,Hebbal,14.4,335.37,Auto,D017,24.0,21,Wednesday,0
2626,2023-07-13 16:06:00,2023-07-13 16:33:00,Marathahalli,Koramangala,4.1,75.51,Ola,D030,27.0,16,Thursday,0
2627,2023-07-02 15:31:00,2023-07-02 16:04:00,Hebbal,Marathahalli,13.2,307.89,Ola,D004,33.0,15,Sunday,0
2628,2023-07-16 13:30:00,2023-07-16 14:12:00,Koramangala,Electronic City,13.5,333.17,Uber,D027,42.0,13,Sunday,0
2629,2023-07-10 16:04:00,2023-07-10 16:47:00,Jayanagar,HSR Layout,4.6,103.4,Ola,D027,43.0,16,Monday,0
2630,2023-07-28 19:00:00,2023-07-28 19:15:00,BTM Layout,Whitefield,9.9,194.64,Ola,D043,15.0,19,Friday,1
2631,2023-07-27 08:30:00,2023-07-27 08:57:00,MG Road,Indiranagar,5.1,98.33,Auto,D016,27.0,8,Thursday,1
2632,2023-07-27 21:31:00,2023-07-27 21:58:00,Jayanagar,Electronic City,14.6,297.74,Auto,D014,27.0,21,Thursday,0
2633,2023-07-13 22:49:00,2023-07-13 23:01:00,Electronic City,MG Road,8.7,204.01,Ola,D030,12.0,22,Thursday,0
2634,2023-07-11 11:14:00,2023-07-11 11:54:00,Jayanagar,HSR Layout,4.9,104.04,Auto,D041,40.0,11,Tuesday,0
2635,2023-07-20 08:12:00,2023-07-20 08:46:00,Indiranagar,MG Road,5.5,116.27,Ola,D036,34.0,8,Thursday,1
2636,2023-07-19 14:38:00,2023-07-19 15:11:00,Jayanagar,Marathahalli,4.0,93.02,Uber,D046,33.0,14,Wednesday,0
2637,2023-07-07 15:58:00,2023-07-07 16:33:00,BTM Layout,Jayanagar,3.7,69.78,Uber,D039,35.0,15,Friday,0
2638,2023-07-25 14:54:00,2023-07-25 15:08:00,MG Road,Marathahalli,4.7,111.44,Ola,D033,14.0,14,Tuesday,0
2639,2023-07-02 11:45:00,2023-07-02 11:58:00,BTM Layout,Indiranagar,11.5,277.09,Ola,D007,13.0,11,Sunday,0
2640,2023-07-26 22:51:00,2023-07-26 23:16:00,Electronic City,HSR Layout,9.0,177.77,Auto,D049,25.0,22,Wednesday,0
2641,2023-07-27 17:39:00,2023-07-27 18:06:00,MG Road,Whitefield,11.0,259.99,Uber,D046,27.0,17,Thursday,1
2642,2023-07-19 10:28:00,2023-07-19 10:51:00,Marathahalli,Indiranagar,4.9,101.92,Uber,D036,23.0,10,Wednesday,0
2643,2023-07-28 07:36:00,2023-07-28 07:47:00,Koramangala,HSR Layout,8.8,167.07,Auto,D007,11.0,7,Friday,1
2644,2023-07-25 20:02:00,2023-07-25 20:31:00,Electronic City,Hebbal,14.8,346.27,Uber,D026,29.0,20,Tuesday,0
2645,2023-07-20 19:06:00,2023-07-20 19:16:00,Marathahalli,Hebbal,3.7,71.21,Ola,D045,10.0,19,Thursday,1
2646,2023-07-02 22:07:00,2023-07-02 22:26:00,BTM Layout,Indiranagar,8.7,161.77,Uber,D043,19.0,22,Sunday,0
2647,2023-07-19 08:36:00,2023-07-19 09:08:00,Whitefield,BTM Layout,6.6,119.54,Ola,D008,32.0,8,Wednesday,1
2648,2023-07-19 06:38:00,2023-07-19 06:49:00,Jayanagar,Hebbal,4.2,92.62,Uber,D001,11.0,6,Wednesday,0
2649,2023-07-09 17:56:00,2023-07-09 18:37:00,Hebbal,Indiranagar,11.1,226.31,Uber,D039,41.0,17,Sunday,1
2650,2023-07-28 12:54:00,2023-07-28 13:11:00,BTM Layout,Marathahalli,11.1,240.67,Uber,D045,17.0,12,Friday,0
2651,2023-07-02 08:09:00,2023-07-02 08:53:00,Koramangala,Marathahalli,6.6,152.46,Auto,D043,44.0,8,Sunday,1
2652,2023-07-20 18:50:00,2023-07-20 19:10:00,Marathahalli,Electronic City,5.7,137.96,Ola,D042,20.0,18,Thursday,1
2653,2023-07-04 16:31:00,2023-07-04 16:47:00,Hebbal,Koramangala,13.9,257.6,Uber,D035,16.0,16,Tuesday,0
2654,2023-07-17 15:53:00,2023-07-17 16:34:00,Jayanagar,BTM Layout,6.0,143.19,Auto,D020,41.0,15,Monday,0
2655,2023-07-22 07:39:00,2023-07-22 07:54:00,Hebbal,MG Road,14.9,334.97,Auto,D014,15.0,7,Saturday,1
2656,2023-07-04 07:17:00,2023-07-04 07:54:00,HSR Layout,Koramangala,6.3,125.14,Uber,D015,37.0,7,Tuesday,1
2657,2023-07-28 17:05:00,2023-07-28 17:15:00,HSR Layout,Koramangala,5.1,114.74,Auto,D012,10.0,17,Friday,1
2658,2023-07-15 12:27:00,2023-07-15 12:44:00,Koramangala,Jayanagar,8.9,190.91,Ola,D044,17.0,12,Saturday,0
2659,2023-07-21 09:28:00,2023-07-21 10:05:00,Electronic City,Indiranagar,13.0,269.84,Auto,D047,37.0,9,Friday,1
2660,2023-07-23 11:57:00,2023-07-23 12:34:00,Indiranagar,Hebbal,7.9,193.76,Uber,D037,37.0,11,Sunday,0
2661,2023-07-26 11:33:00,2023-07-26 12:18:00,Jayanagar,Indiranagar,11.1,276.28,Ola,D049,45.0,11,Wednesday,0
2662,2023-07-22 06:25:00,2023-07-22 07:10:00,Jayanagar,BTM Layout,4.6,103.21,Ola,D043,45.0,6,Saturday,0
2663,2023-07-08 11:58:00,2023-07-08 12:09:00,HSR Layout,Indiranagar,3.2,64.11,Ola,D043,11.0,11,Saturday,0
2664,2023-07-19 20:24:00,2023-07-19 20:36:00,Whitefield,Electronic City,5.6,129.86,Uber,D046,12.0,20,Wednesday,0
2665,2023-07-15 13:20:00,2023-07-15 13:55:00,MG Road,Marathahalli,9.5,234.44,Ola,D009,35.0,13,Saturday,0
2666,2023-07-24 08:10:00,2023-07-24 08:37:00,Jayanagar,BTM Layout,5.9,131.03,Uber,D006,27.0,8,Monday,1
2667,2023-07-30 21:16:00,2023-07-30 21:52:00,Hebbal,Indiranagar,10.1,249.88,Uber,D017,36.0,21,Sunday,0
2668,2023-07-20 14:57:00,2023-07-20 15:09:00,Koramangala,BTM Layout,8.7,197.72,Auto,D044,12.0,14,Thursday,0
2669,2023-07-16 20:11:00,2023-07-16 20:39:00,Jayanagar,Indiranagar,4.1,87.7,Ola,D027,28.0,20,Sunday,0
2670,2023-07-15 06:43:00,2023-07-15 07:28:00,Marathahalli,Hebbal,4.4,84.45,Auto,D002,45.0,6,Saturday,0
2671,2023-07-22 12:36:00,2023-07-22 12:57:00,Indiranagar,MG Road,10.8,237.28,Ola,D010,21.0,12,Saturday,0
2672,2023-07-15 15:45:00,2023-07-15 16:05:00,Whitefield,Koramangala,12.7,296.22,Ola,D017,20.0,15,Saturday,0
2673,2023-07-19 08:07:00,2023-07-19 08:18:00,Koramangala,BTM Layout,11.0,269.98,Uber,D045,11.0,8,Wednesday,1
2674,2023-07-03 09:17:00,2023-07-03 09:38:00,BTM Layout,Marathahalli,7.1,153.6,Auto,D044,21.0,9,Monday,1
2675,2023-07-14 07:47:00,2023-07-14 08:18:00,Jayanagar,Hebbal,12.4,236.16,Ola,D013,31.0,7,Friday,1
2676,2023-07-23 21:45:00,2023-07-23 22:03:00,Electronic City,Jayanagar,13.0,324.55,Auto,D031,18.0,21,Sunday,0
2677,2023-07-04 21:59:00,2023-07-04 22:43:00,Jayanagar,Whitefield,5.6,134.99,Auto,D047,44.0,21,Tuesday,0
2678,2023-07-07 16:54:00,2023-07-07 17:26:00,Marathahalli,MG Road,6.2,129.92,Ola,D025,32.0,16,Friday,0
2679,2023-07-14 14:10:00,2023-07-14 14:45:00,Jayanagar,Marathahalli,10.4,243.08,Auto,D002,35.0,14,Friday,0
2680,2023-07-25 17:44:00,2023-07-25 18:19:00,BTM Layout,MG Road,6.8,153.77,Ola,D018,35.0,17,Tuesday,1
2681,2023-07-01 19:35:00,2023-07-01 19:56:00,Indiranagar,MG Road,5.7,122.67,Auto,D006,21.0,19,Saturday,1
2682,2023-07-06 20:50:00,2023-07-06 21:06:00,BTM Layout,Indiranagar,13.0,251.55,Uber,D017,16.0,20,Thursday,0
2683,2023-07-05 18:16:00,2023-07-05 18:58:00,Hebbal,Jayanagar,11.0,241.44,Uber,D016,42.0,18,Wednesday,1
2684,2023-07-20 12:54:00,2023-07-20 13:18:00,MG Road,Jayanagar,13.1,307.6,Uber,D050,24.0,12,Thursday,0
2685,2023-07-23 16:43:00,2023-07-23 16:58:00,Marathahalli,Koramangala,13.0,298.4,Ola,D044,15.0,16,Sunday,0
2686,2023-07-29 19:44:00,2023-07-29 20:09:00,HSR Layout,Indiranagar,4.6,98.6,Uber,D036,25.0,19,Saturday,1
2687,2023-07-11 08:24:00,2023-07-11 08:48:00,Indiranagar,Marathahalli,9.1,184.13,Uber,D032,24.0,8,Tuesday,1
2688,2023-07-17 08:08:00,2023-07-17 08:29:00,Hebbal,Koramangala,11.2,255.47,Auto,D023,21.0,8,Monday,1
2689,2023-07-16 21:05:00,2023-07-16 21:15:00,Marathahalli,Whitefield,3.7,90.36,Uber,D004,10.0,21,Sunday,0
2690,2023-07-18 16:19:00,2023-07-18 17:04:00,BTM Layout,Koramangala,5.0,120.93,Uber,D032,45.0,16,Tuesday,0
2691,2023-07-02 09:30:00,2023-07-02 10:15:00,HSR Layout,MG Road,10.0,218.33,Ola,D035,45.0,9,Sunday,1
2692,2023-07-25 15:00:00,2023-07-25 15:35:00,Indiranagar,HSR Layout,13.4,328.36,Auto,D040,35.0,15,Tuesday,0
2693,2023-07-02 06:50:00,2023-07-02 07:24:00,HSR Layout,Electronic City,4.4,109.15,Auto,D019,34.0,6,Sunday,0
2694,2023-07-14 14:56:00,2023-07-14 15:19:00,Hebbal,Jayanagar,14.5,351.12,Auto,D047,23.0,14,Friday,0
2695,2023-07-06 17:08:00,2023-07-06 17:50:00,HSR Layout,Indiranagar,14.1,260.03,Auto,D016,42.0,17,Thursday,1
2696,2023-07-01 06:47:00,2023-07-01 07:16:00,Indiranagar,Koramangala,10.4,243.47,Uber,D003,29.0,6,Saturday,0
2697,2023-07-16 22:38:00,2023-07-16 23:22:00,BTM Layout,MG Road,9.9,180.53,Ola,D016,44.0,22,Sunday,0
2698,2023-07-22 22:32:00,2023-07-22 23:05:00,Marathahalli,Electronic City,14.5,338.54,Ola,D005,33.0,22,Saturday,0
2699,2023-07-02 12:11:00,2023-07-02 12:22:00,Electronic City,MG Road,12.7,247.96,Ola,D007,11.0,12,Sunday,0
2700,2023-07-19 19:06:00,2023-07-19 19:35:00,HSR Layout,Hebbal,3.7,67.61,Ola,D014,29.0,19,Wednesday,1
2701,2023-07-07 18:40:00,2023-07-07 19:19:00,MG Road,HSR Layout,7.3,173.63,Uber,D029,39.0,18,Friday,1
2702,2023-07-02 22:43:00,2023-07-02 23:23:00,BTM Layout,Whitefield,4.3,79.39,Uber,D020,40.0,22,Sunday,0
2703,2023-07-29 22:02:00,2023-07-29 22:32:00,BTM Layout,Whitefield,6.3,142.84,Auto,D006,30.0,22,Saturday,0
2704,2023-07-26 08:37:00,2023-07-26 08:53:00,Electronic City,Marathahalli,9.4,230.67,Uber,D013,16.0,8,Wednesday,1
2705,2023-07-20 22:06:00,2023-07-20 22:40:00,MG Road,HSR Layout,12.1,298.44,Ola,D016,34.0,22,Thursday,0
2706,2023-07-08 12:27:00,2023-07-08 12:44:00,BTM Layout,Indiranagar,8.6,214.82,Ola,D016,17.0,12,Saturday,0
2707,2023-07-08 20:52:00,2023-07-08 21:12:00,HSR Layout,Marathahalli,3.2,76.04,Auto,D019,20.0,20,Saturday,0
2708,2023-07-01 18:50:00,2023-07-01 19:23:00,MG Road,HSR Layout,12.6,275.44,Ola,D028,33.0,18,Saturday,1
2709,2023-07-27 11:46:00,2023-07-27 12:22:00,Koramangala,Jayanagar,8.3,191.97,Ola,D014,36.0,11,Thursday,0
2710,2023-07-02 20:33:00,2023-07-02 21:03:00,Electronic City,MG Road,13.0,278.65,Uber,D036,30.0,20,Sunday,0
